Age;BMI;Tflight;THeight;Power;2Axel
13;17.4817898022893;429;22.6;29.39;0
13;17.4817898022893;429;22.6;29.81;0
13;17.4817898022893;427;22.4;29.58;0
13;17.4817898022893;427;22.4;29.66;0
13;17.4817898022893;426;22.2;27.69;0
13;17.4817898022893;426;22.2;29.46;0
13;17.4817898022893;425;22.1;29.1;0
13;17.4817898022893;424;22;29.66;0
13;17.4817898022893;415;21.1;27.6;0
13;17.4817898022893;412;20.8;27.42;0
13;17.4817898022893;411;20.7;25.56;0
13;17.4817898022893;0.41;20.6;27.05;0
13;17.4817898022893;407;20.3;25.72;0
13;17.4817898022893;399;19.5;25.28;0
13;17.4817898022893;394;19;25.35;0
13;17.4817898022893;391;18.7;24.59;0
13;17.4817898022893;0.39;18.6;24.55;0
13;17.4817898022893;386;18.3;23.61;0
13;17.4817898022893;324;12.9;15.15;0
13;17.4817898022893;312;11.9;13.91;0
13;17.4817898022893;302;11.2;13.58;0
13;17.4817898022893;301;11.1;14.24;0
13;17.4817898022893;296;10.7;14.38;0
13;17.4817898022893;295;10.7;12.5;0
13;17.4817898022893;295;10.7;13.07;0
13;17.4817898022893;293;10.5;13.38;0
13;17.4817898022893;289;10.2;12.94;0
13;17.4817898022893;288;10.2;13.55;0
13;17.4817898022893;285;10;12.37;0
13;17.4817898022893;284;9.9;12.6;0
13;17.4817898022893;0.28;9.6;11.53;0
13;17.4817898022893;0.28;9.6;13.06;0
13;17.4817898022893;279;9.5;12.61;0
13;17.4817898022893;278;9.5;12.66;0
13;17.4817898022893;277;9.4;12.65;0
13;17.4817898022893;275;9.3;12.55;0
13;17.4817898022893;274;9.2;12.43;0
13;17.4817898022893;271;9;10.71;0
13;17.4817898022893;0.27;8.9;11.46;0
13;17.4817898022893;266;8.7;11.83;0
13;17.4817898022893;263;8.5;10.81;0
13;17.4817898022893;263;8.5;11.05;0
13;17.4817898022893;258;8.2;10.71;0
13;17.4817898022893;257;8.1;11.44;0
13;17.4817898022893;255;8;11.43;0
13;17.4817898022893;253;7.8;11.06;0
13;17.4817898022893;249;7.6;10.37;0
13;17.4817898022893;249;7.6;10.91;0
13;17.4817898022893;248;7.5;10.22;0
13;17.4817898022893;248;7.5;10.4;0
13;17.4817898022893;246;7.4;10.56;0
13;17.4817898022893;244;7.3;10.18;0
13;17.4817898022893;244;7.3;10.22;0
13;17.4817898022893;243;7.2;9.75;0
13;17.4817898022893;243;7.2;10.54;0
13;17.4817898022893;239;7;9.07;0
13;17.4817898022893;239;7;10.12;0
13;17.4817898022893;239;7;10.31;0
13;17.4817898022893;237;6.9;9.6;0
13;17.4817898022893;0.23;6.5;8.92;0
13;17.4817898022893;0.23;6.5;9.01;0
15;24.1671624033314;464;26.4;31.14;0
15;24.1671624033314;464;26.4;31.61;0
15;24.1671624033314;458;25.7;28.58;0
15;24.1671624033314;458;25.7;29.55;0
15;24.1671624033314;456;25.5;28.2;0
15;24.1671624033314;455;25.4;30.61;0
15;24.1671624033314;454;25.3;27.89;0
15;24.1671624033314;454;25.3;29.34;0
15;24.1671624033314;452;25;27.46;0
15;24.1671624033314;451;24.9;27.53;0
15;24.1671624033314;446;24.4;26.35;0
15;24.1671624033314;446;24.4;28.24;0
15;24.1671624033314;446;24.4;28.43;0
15;24.1671624033314;445;24.3;27.82;0
15;24.1671624033314;441;23.8;28.31;0
15;24.1671624033314;0.44;23.7;27.14;0
15;24.1671624033314;437;23.4;25.46;0
15;24.1671624033314;437;23.4;27.64;0
15;24.1671624033314;433;23;25.64;0
15;24.1671624033314;422;21.8;22.04;0
15;24.1671624033314;342;14.3;15.74;0
15;24.1671624033314;333;13.6;15.17;0
15;24.1671624033314;331;13.4;15.02;0
15;24.1671624033314;323;12.8;14.69;0
15;24.1671624033314;319;12.5;14.41;0
15;24.1671624033314;319;12.5;14.89;0
15;24.1671624033314;317;12.3;14.47;0
15;24.1671624033314;316;12.2;14.02;0
15;24.1671624033314;313;12;13.72;0
15;24.1671624033314;313;12;14.03;0
15;24.1671624033314;313;12;14.43;0
15;24.1671624033314;312;11.9;13.6;0
15;24.1671624033314;308;11.6;13.38;0
15;24.1671624033314;307;11.6;13.73;0
15;24.1671624033314;305;11.4;13.19;0
15;24.1671624033314;303;11.3;13.33;0
15;24.1671624033314;302;11.2;13.08;0
15;24.1671624033314;302;11.2;13.32;0
15;24.1671624033314;297;10.8;12.71;0
15;24.1671624033314;297;10.8;13.13;0
15;24.1671624033314;297;10.8;13.31;0
15;24.1671624033314;294;10.6;12.19;0
15;24.1671624033314;294;10.6;12.75;0
15;24.1671624033314;0.29;10.3;12.5;0
15;24.1671624033314;289;10.2;12.03;0
15;24.1671624033314;288;10.2;11.87;0
15;24.1671624033314;287;10.1;11.69;0
15;24.1671624033314;287;10.1;12.15;0
15;24.1671624033314;283;9.8;12.11;0
15;24.1671624033314;278;9.5;11.87;0
15;24.1671624033314;277;9.4;11.24;0
15;24.1671624033314;274;9.2;11.66;0
15;24.1671624033314;271;9;11.04;0
15;24.1671624033314;269;8.9;11.42;0
15;24.1671624033314;267;8.7;10.93;0
15;24.1671624033314;267;8.7;11.05;0
15;24.1671624033314;264;8.5;10.82;0
15;24.1671624033314;263;8.5;10.28;0
15;24.1671624033314;257;8.1;10.55;0
15;24.1671624033314;257;8.1;10.63;0
15;24.1671624033314;253;7.8;10.05;0
15;24.1671624033314;252;7.8;9.89;0
15;24.1671624033314;248;7.5;9.53;0
15;24.1671624033314;244;7.3;9.32;0
15;24.1671624033314;233;6.7;8.46;0
12;14.9116266830402;465;26.5;34.6;1
12;14.9116266830402;464;26.4;32.81;1
12;14.9116266830402;464;26.4;35.69;1
12;14.9116266830402;462;26.2;33.13;1
12;14.9116266830402;461;26.1;33.49;1
12;14.9116266830402;0.46;25.9;31.82;1
12;14.9116266830402;459;25.8;34.06;1
12;14.9116266830402;458;25.7;32.29;1
12;14.9116266830402;458;25.7;35.61;1
12;14.9116266830402;456;25.5;32.6;1
12;14.9116266830402;452;25;28.79;1
12;14.9116266830402;449;24.7;31.78;1
12;14.9116266830402;449;24.7;33.55;1
12;14.9116266830402;448;24.6;32.51;1
12;14.9116266830402;446;24.4;28.84;1
12;14.9116266830402;445;24.3;31.49;1
12;14.9116266830402;444;24.2;32.52;1
12;14.9116266830402;443;24.1;32.49;1
12;14.9116266830402;434;23.1;32.52;1
12;14.9116266830402;425;22.1;30.8;1
12;14.9116266830402;397;19.3;23.42;1
12;14.9116266830402;324;12.9;15.73;1
12;14.9116266830402;318;12.4;14.97;1
12;14.9116266830402;317;12.3;14.3;1
12;14.9116266830402;316;12.2;14.12;1
12;14.9116266830402;311;11.9;13.94;1
12;14.9116266830402;309;11.7;13.84;1
12;14.9116266830402;309;11.7;14.67;1
12;14.9116266830402;305;11.4;13.65;1
12;14.9116266830402;302;11.2;14.11;1
12;14.9116266830402;301;11.1;14.47;1
12;14.9116266830402;0.3;11;14.15;1
12;14.9116266830402;299;11;12.31;1
12;14.9116266830402;299;11;13.74;1
12;14.9116266830402;298;10.9;12.37;1
12;14.9116266830402;298;10.9;14.26;1
12;14.9116266830402;297;10.8;13.47;1
12;14.9116266830402;295;10.7;13;1
12;14.9116266830402;0.29;10.3;12.44;1
12;14.9116266830402;288;10.2;12.39;1
12;14.9116266830402;288;10.2;12.42;1
12;14.9116266830402;286;10;12.51;1
12;14.9116266830402;286;10;12.51;1
12;14.9116266830402;284;9.9;12.58;1
12;14.9116266830402;282;9.7;12.2;1
12;14.9116266830402;281;9.7;12.24;1
12;14.9116266830402;0.28;9.6;13.44;1
12;14.9116266830402;279;9.5;11.75;1
12;14.9116266830402;279;9.5;12.63;1
12;14.9116266830402;278;9.5;12.8;1
12;14.9116266830402;276;9.3;12.43;1
12;14.9116266830402;274;9.2;11.39;1
12;14.9116266830402;271;9;11.55;1
12;14.9116266830402;0.27;8.9;11.53;1
12;14.9116266830402;269;8.9;11.33;1
12;14.9116266830402;268;8.8;10.83;1
12;14.9116266830402;267;8.7;11.5;1
12;14.9116266830402;266;8.7;11.4;1
12;14.9116266830402;265;8.6;10.58;1
12;14.9116266830402;265;8.6;12;1
12;14.9116266830402;265;8.6;12.06;1
12;14.9116266830402;259;8.2;10.27;1
12;14.9116266830402;259;8.2;11.14;1
12;14.9116266830402;255;8;10.41;1
12;14.9116266830402;251;7.7;9.73;1
12;14.9116266830402;251;7.7;9.82;1
12;14.9116266830402;248;7.5;10.46;1
13;19.5716812826979;479;28.1;36.25;1
13;19.5716812826979;477;27.9;37.15;1
13;19.5716812826979;466;26.6;33.9;1
13;19.5716812826979;466;26.6;34.51;1
13;19.5716812826979;464;26.4;34.26;1
13;19.5716812826979;0.46;25.9;32.26;1
13;19.5716812826979;459;25.8;32.87;1
13;19.5716812826979;457;25.6;31.65;1
13;19.5716812826979;457;25.6;34.67;1
13;19.5716812826979;455;25.4;31.34;1
13;19.5716812826979;448;24.6;31.66;1
13;19.5716812826979;446;24.4;29.85;1
13;19.5716812826979;444;24.2;30.18;1
13;19.5716812826979;442;23.9;28.76;1
13;19.5716812826979;0.44;23.7;28.48;1
13;19.5716812826979;0.44;23.7;29.35;1
13;19.5716812826979;0.44;23.7;29.12;1
13;19.5716812826979;439;23.6;27.84;1
13;19.5716812826979;436;23.3;27.73;1
13;19.5716812826979;436;23.3;28.99;1
13;19.5716812826979;426;22.2;27.83;1
16;19.9183673469388;597;43.7;50.82;1
16;19.9183673469388;596;43.5;49.91;1
16;19.9183673469388;595;43.4;48.76;1
16;19.9183673469388;0.59;42.7;49.95;1
16;19.9183673469388;0.59;42.7;52.23;1
16;19.9183673469388;589;42.5;53.32;1
16;19.9183673469388;587;42.2;47.12;1
16;19.9183673469388;586;42.1;50.62;1
16;19.9183673469388;586;42.1;51.62;1
16;19.9183673469388;585;42;46.2;1
16;19.9183673469388;585;42;47.65;1
16;19.9183673469388;584;41.8;45.82;1
16;19.9183673469388;582;41.5;48.65;1
16;19.9183673469388;582;41.5;50.35;1
16;19.9183673469388;579;41.1;48.36;1
16;19.9183673469388;579;41.1;49.9;1
16;19.9183673469388;455;25.4;26.69;1
16;19.9183673469388;439;23.6;24.9;1
16;19.9183673469388;437;23.4;24.34;1
16;18.8189243102864;487;29.1;35.57;1
16;18.8189243102864;486;29;35.75;1
16;18.8189243102864;483;28.6;36.76;1
16;18.8189243102864;0.48;28.2;34.91;1
16;18.8189243102864;479;28.1;35.71;1
16;18.8189243102864;479;28.1;35.4;1
16;18.8189243102864;478;28;34.57;1
16;18.8189243102864;476;27.8;35.13;1
16;18.8189243102864;475;27.7;35.64;1
16;18.8189243102864;473;27.4;35.71;1
16;18.8189243102864;469;27;34.78;1
16;18.8189243102864;468;26.8;34.97;1
16;18.8189243102864;465;26.5;33.68;1
16;18.8189243102864;464;26.4;33.37;1
16;18.8189243102864;0.46;25.9;31.25;1
16;18.8189243102864;0.46;25.9;31.49;1
16;18.8189243102864;459;25.8;32.96;1
16;18.8189243102864;458;25.7;32.11;1
16;18.8189243102864;0.44;23.7;30.05;1
16;18.8189243102864;0.44;23.7;30.22;1
16;18.8189243102864;427;22.4;27.46;1
16;18.8189243102864;339;14.1;16.6;1
16;18.8189243102864;334;13.7;15.99;1
16;18.8189243102864;324;12.9;16.2;1
16;18.8189243102864;323;12.8;14.87;1
16;18.8189243102864;313;12;14.73;1
16;18.8189243102864;313;12;15.2;1
16;18.8189243102864;311;11.9;14.86;1
16;18.8189243102864;309;11.7;14.81;1
16;18.8189243102864;307;11.6;14.48;1
16;18.8189243102864;306;11.5;14.57;1
16;18.8189243102864;306;11.5;14.74;1
16;18.8189243102864;305;11.4;14.39;1
16;18.8189243102864;303;11.3;14.79;1
16;18.8189243102864;299;11;13.42;1
16;18.8189243102864;299;11;13.66;1
16;18.8189243102864;295;10.7;14.07;1
16;18.8189243102864;293;10.5;13.22;1
16;18.8189243102864;293;10.5;13.66;1
16;18.8189243102864;291;10.4;13.15;1
16;18.8189243102864;289;10.2;13.43;1
16;18.8189243102864;286;10;12.8;1
16;18.8189243102864;286;10;12.95;1
16;18.8189243102864;285;10;12.7;1
16;18.8189243102864;285;10;13.03;1
16;18.8189243102864;285;10;13.01;1
16;18.8189243102864;284;9.9;13.54;1
16;18.8189243102864;283;9.8;12.71;1
16;18.8189243102864;282;9.7;12.56;1
16;18.8189243102864;282;9.7;12.89;1
16;18.8189243102864;281;9.7;12.84;1
16;18.8189243102864;278;9.5;12.31;1
16;18.8189243102864;277;9.4;12.53;1
16;18.8189243102864;271;9;11.71;1
16;18.8189243102864;271;9;11.98;1
16;18.8189243102864;271;9;12.03;1
16;18.8189243102864;269;8.9;11.47;1
16;18.8189243102864;266;8.7;11.63;1
16;18.8189243102864;263;8.5;11.6;1
16;18.8189243102864;0.26;8.3;10.17;1
16;18.8189243102864;253;7.8;10.72;1
16;18.8189243102864;252;7.8;10.58;1
16;18.8189243102864;252;7.8;10.8;1
16;18.8189243102864;251;7.7;10.49;1
16;18.8189243102864;246;7.4;10.38;1
16;18.8189243102864;241;7.1;9.56;1
16;18.8189243102864;0.24;7.1;9.88;1
16;18.8189243102864;239;7;9.64;1
16;18.8189243102864;233;6.7;9.72;1
23;18.3654729109275;517;32.8;40.49;1
23;18.3654729109275;511;32;41.9;1
23;18.3654729109275;0.51;31.9;40.43;1
23;18.3654729109275;506;31.4;41.62;1
23;18.3654729109275;504;31.1;41.06;1
23;18.3654729109275;502;30.9;40.12;1
23;18.3654729109275;501;30.8;41.2;1
23;18.3654729109275;499;30.5;37.15;1
23;18.3654729109275;499;30.5;39.08;1
23;18.3654729109275;499;30.5;40.5;1
23;18.3654729109275;499;30.5;41.63;1
23;18.3654729109275;498;30.4;38.95;1
23;18.3654729109275;497;30.3;40.09;1
23;18.3654729109275;496;30.2;38.69;1
23;18.3654729109275;495;30;39.69;1
23;18.3654729109275;493;29.8;38.66;1
23;18.3654729109275;486;29;37.5;1
23;18.3654729109275;484;28.7;35.6;1
23;18.3654729109275;484;28.7;37.24;1
23;18.3654729109275;483;28.6;34.23;1
23;18.3654729109275;474;27.5;26.44;1
23;18.3654729109275;378;17.5;21.36;1
23;18.3654729109275;376;17.3;21.31;1
23;18.3654729109275;373;17.1;21.73;1
23;18.3654729109275;369;16.7;19.89;1
23;18.3654729109275;367;16.5;20.15;1
23;18.3654729109275;367;16.5;21.09;1
23;18.3654729109275;365;16.3;20.68;1
23;18.3654729109275;361;16;18;1
23;18.3654729109275;0.36;15.9;19.86;1
23;18.3654729109275;0.36;15.9;20.15;1
23;18.3654729109275;359;15.8;18.86;1
23;18.3654729109275;359;15.8;19.62;1
23;18.3654729109275;358;15.7;19.46;1
23;18.3654729109275;357;15.6;19.37;1
23;18.3654729109275;356;15.5;19.68;1
23;18.3654729109275;355;15.4;18.77;1
23;18.3654729109275;354;15.4;19.27;1
23;18.3654729109275;353;15.3;19.54;1
23;18.3654729109275;352;15.2;19.54;1
23;18.3654729109275;352;15.2;19.7;1
23;18.3654729109275;351;15.1;19.7;1
23;18.3654729109275;344;14.5;18.62;1
23;18.3654729109275;337;13.9;18.21;1
